AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
-0.25819888974716115,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.2581988897471611,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143,-0.25819888974716143
